policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse,training_env,algo,seed,policy_parameterization
ppo_ann_direct,2.608578855909003,-0.9593212703083281,0.5472183921980825,0.10807888928830445,0.04358238324002133,ann,ppo,43,linear_policy
sac_ann_direct,0.5036929231003436,-1.2027775887160563,1.1252890386703684,0.5284178823189376,1.1132557491767598,ann,sac,43,standard_nonlinear
td3_ann_direct,0.9261372144682993,-1.082625149309122,0.9673789002394659,0.43058875627356397,0.9088762714526725,ann,td3,43,standard_nonlinear
