policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
td3_svar_direct,NK_CFP10,svar_direct,1.59612453235,1.16730785948,-0.058737516184,2098.28449986673,19.1838632161421,8265.44277147019,82.6854810872908,17.2025755174808,3.3398575632623,3.11358917030093,-0.542288867091986,3.84667492844786
