policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
NK_CW09_baseline,NK_CW09,external_baseline,2,0.25,0,1469.88515635128,18.4790091097137,2.59151869950664,30.7402205518106,5.17380134301829,0.138499933133483,3.13173315423785
