policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse,training_env,algo,seed,policy_parameterization
ppo_svar_direct,3.2341301521526535,0.25239815678150535,0.15036240577407448,0.28165665664096545,0.02820078367987358,svar,ppo,43,linear_policy
sac_svar_direct,2.4994306208992896,1.5286326746986068,0.5722431752571063,0.2262155273747335,1.0356882952536344,svar,sac,43,standard_nonlinear
td3_svar_direct,3.229988712251087,1.5961245323496174,1.1673078594796595,-0.05873751618383927,1.3507851529801844,svar,td3,43,standard_nonlinear
