policy_name,training_env,algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,step
ppo_svar_direct,svar,ppo,43,0.0,-212.85354334830848,0.0,3.123798334505409,-142.32137543487858,94.51724272541384,0.0,
ppo_svar_direct,svar,ppo,43,10.0,-201.68785029424544,0.0,3.169385250424966,-118.70595037263642,81.37895014818308,0.0,
ppo_svar_direct,svar,ppo,43,20.0,-185.69059928703905,0.0,3.224163531907834,-143.24399561717615,99.91198034950068,0.0,
ppo_svar_direct,svar,ppo,43,30.0,-168.70221615517286,0.0,3.4381798290414736,-129.11178869081482,90.03998594283269,0.0,
ppo_svar_direct,svar,ppo,43,40.0,-145.12799470273686,0.0,3.836826618993655,-143.3712606927797,102.45865422854475,0.0,
ppo_svar_direct,svar,ppo,43,50.0,-170.3215938033234,0.0,4.087437459034845,-155.2026840345431,105.16891646587376,0.0,
ppo_svar_direct,svar,ppo,43,60.0,-174.58262723206394,0.0,4.223187817377038,-177.16991863361375,117.85902529741693,0.0,
ppo_svar_direct,svar,ppo,43,70.0,-175.29448315989745,0.0,4.10148130741436,-145.3653006537673,98.6116798308864,0.0,
ppo_svar_direct,svar,ppo,43,80.0,-160.58904612107943,0.0,3.9735859450884163,-123.83856298333174,82.66496034297899,0.0,
ppo_svar_direct,svar,ppo,43,90.0,-162.69119331487371,0.0,3.9929539127042517,-150.07313080348985,99.41713113683406,0.0,
ppo_svar_direct,svar,ppo,43,100.0,-185.58254687780413,0.0,3.914355508168228,-137.28764538998513,94.01688956544764,0.0,
ppo_svar_direct,svar,ppo,43,110.0,-164.51691010482259,0.0,4.1031814073212445,-130.04844428262115,87.18685501762195,0.0,
ppo_svar_direct,svar,ppo,43,120.0,-165.49785157280033,0.0,4.2404659716412425,-124.87140885498187,85.19663544550173,0.0,
ppo_svar_direct,svar,ppo,43,130.0,-184.45680328098555,0.0,4.080885118455626,-128.34705217827073,88.37799699347828,0.0,
ppo_svar_direct,svar,ppo,43,140.0,-131.80620947913505,0.0,4.1279217610135674,-139.3207025848347,97.98224786823218,0.0,
ppo_svar_direct,svar,ppo,43,150.0,-148.79049448370654,0.0,4.039061846793629,-131.4359776988862,93.20434426803561,0.0,
ppo_svar_direct,svar,ppo,43,160.0,-163.96956231414703,0.0,4.2624989413889125,-120.54484626095235,84.31485400924441,0.0,
ppo_svar_direct,svar,ppo,43,170.0,-164.2015786700704,0.0,4.126338429283351,-141.73408465116916,97.74508384139781,0.0,
ppo_svar_direct,svar,ppo,43,180.0,-160.29594897113586,0.0,4.036034262622707,-162.8988529666806,114.11981384164318,0.0,
ppo_svar_direct,svar,ppo,43,190.0,-159.09886182307164,0.0,4.291695379419252,-120.93580700485897,84.27555783233835,0.0,
ppo_svar_direct,svar,ppo,43,200.0,-157.59975846758758,0.0,4.2509416898246855,-120.05882736103493,79.99799825739376,0.0,
ppo_svar_direct,svar,ppo,43,210.0,-166.46779139573582,0.0,4.446611760533415,-140.8554505864618,95.74281761851167,0.0,
ppo_svar_direct,svar,ppo,43,219.0,-194.62382952929372,0.0,4.385088297887705,-126.56898634164243,85.22979850958677,0.0,
td3_svar_direct,svar,td3,43,,,,,-163.89126755883808,109.87578225653738,0.0,2000.0
td3_svar_direct,svar,td3,43,,,,,-174.42887961537815,110.93360340367185,0.0,4000.0
td3_svar_direct,svar,td3,43,,,,,-166.85333976706892,110.7150203016632,0.0,6000.0
td3_svar_direct,svar,td3,43,,,,,-105.43782127977018,74.3640901360792,0.0,8000.0
td3_svar_direct,svar,td3,43,,,,,-98.30391485406369,70.95133926995751,0.0,10000.0
td3_svar_direct,svar,td3,43,,,,,-137.07306130700067,95.40964784663866,0.0,12000.0
td3_svar_direct,svar,td3,43,,,,,-135.02201419482418,91.30244856737681,0.0,14000.0
td3_svar_direct,svar,td3,43,,,,,-133.21086397991797,96.12359423371078,0.0,16000.0
sac_svar_direct,svar,sac,43,,,,,-178.47915868742396,118.37139076150365,0.0,2000.0
sac_svar_direct,svar,sac,43,,,,,-136.23674553833763,95.2883330510405,0.0,4000.0
sac_svar_direct,svar,sac,43,,,,,-92.67212891062762,64.3205225027933,0.0,6000.0
sac_svar_direct,svar,sac,43,,,,,-108.92107243502882,76.72145551608165,0.0,8000.0
sac_svar_direct,svar,sac,43,,,,,-97.64313736691834,68.55900125448474,0.0,10000.0
sac_svar_direct,svar,sac,43,,,,,-101.75889780726385,71.22008444442838,0.0,12000.0
sac_svar_direct,svar,sac,43,,,,,-114.2508370599418,77.64724278032718,0.0,14000.0
sac_svar_direct,svar,sac,43,,,,,-106.15801523717597,74.36213128938026,0.0,16000.0
