policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
empirical_taylor_rule,US_CCTW10,empirical_rule,0.193172811483,0.265768574867,0.869199767248,5.12682550230715e-29,5.12682551195882e-31,4.81482486096809e-31,6.24001301981464e-32,0,-7.7715611723761e-16,0
