output_gap,output_gap_lag1,inflation_lag1,policy_rate_lag1,policy_rate_lag2,output_gap_fitted,output_gap_resid
1.667956426817696,2.3597338883396546,1.6079418295450232,5.306666666666667,5.093333333333334,1.7682362212233063,-0.10027979440561019
2.4516394247521944,1.667956426817696,1.946080064002853,5.676666666666667,5.306666666666667,1.7650844276915167,0.6865549970606777
1.5776295997319778,2.4516394247521944,2.190107681262532,6.273333333333333,5.676666666666667,1.7679412527139848,-0.19031165298200703
1.2469099833991137,1.5776295997319778,2.419920505315609,6.52,6.273333333333333,1.7632340425347914,-0.5163240591356777
0.04305429940067995,1.2469099833991137,2.4040017308323947,6.473333333333334,6.52,0.7822078519256235,-0.7391535525249435
-0.15096382802770592,0.04305429940067995,2.400504592458663,5.593333333333334,6.473333333333334,-0.13544608188259666,-0.015517746145109257
-1.3063726889850358,-0.15096382802770592,2.3790856797395676,4.326666666666667,5.593333333333334,-0.9196070755617273,-0.3867656134233085
-1.7304796834013203,-1.3063726889850358,2.1885322512144256,3.4966666666666666,4.326666666666667,-0.9638662440180628,-0.7666134393832575
-1.5478301217443757,-1.7304796834013203,1.9645670954720806,2.1333333333333333,3.4966666666666666,-0.9227782790123223,-0.6250518427320534
-1.5524042287355044,-1.5478301217443757,1.6191258588266422,1.7333333333333334,2.1333333333333333,-0.9659461544757032,-0.5864580742598012
-1.7407035942341054,-1.5524042287355044,1.3680799113420683,1.75,1.7333333333333334,-1.2861001184291885,-0.4546034758049169
-2.198352124196745,-1.7407035942341054,1.4540094251135116,1.74,1.75,-1.3989198391393702,-0.799432285057375
-2.253190250269732,-2.198352124196745,1.7192780381606099,1.4433333333333334,1.74,-1.2217501355946263,-1.0314401146751058
-1.957765139387746,-2.253190250269732,1.8932758164861063,1.25,1.4433333333333334,-1.114332420979891,-0.8434327184078549
-0.8991340270190662,-1.957765139387746,1.8958724392106774,1.2466666666666668,1.25,-1.0254140700915135,0.12628004307244733
-0.3498269521365671,-0.8991340270190662,1.9880381747660714,1.0166666666666666,1.2466666666666668,-0.9195327627707817,0.5697058106342145
-0.4055709989387424,-0.3498269521365671,2.01661704884577,0.9966666666666667,1.0166666666666666,0.6706251195967605,-1.076196118535503
