inflation,output_gap,output_gap_lag1,output_gap_lag2,inflation_lag1,inflation_lag2,policy_rate_lag1,inflation_fitted,inflation_resid
3.019712701536914,0.3700870234160547,0.6111123390038387,-0.32126752260346336,2.876972810520506,2.6264289508938887,6.916666666666667,3.0360753396527795,-0.01636263811586547
3.297757893079778,0.9279209234021479,0.3700870234160547,0.6111123390038387,3.019712701536914,2.876972810520506,6.663333333333334,2.960654705568342,0.3371031875114361
3.7315770487321043,0.776435155030164,0.9279209234021479,0.3700870234160547,3.297757893079778,3.019712701536914,7.156666666666666,3.4165959771093224,0.3149810716227819
3.7976011745947336,1.3704524115194516,0.776435155030164,0.9279209234021479,3.7315770487321043,3.297757893079778,7.983333333333333,3.7470781365406465,0.05052303805408709
4.054499388138266,1.6595312676718876,1.3704524115194516,0.776435155030164,3.7976011745947336,3.7315770487321043,8.47,3.80687079942908,0.24762858870918647
4.14610763700729,1.7058708686183977,1.6595312676718876,1.3704524115194516,4.054499388138266,3.7976011745947336,9.443333333333333,4.094750378765837,0.05135725824145343
3.6844452365265568,1.736431375856462,1.7058708686183977,1.6595312676718876,4.14610763700729,4.054499388138266,9.726666666666667,4.103930582036005,-0.4194853455094485
3.5342103511643685,1.2318886745028124,1.736431375856462,1.7058708686183977,3.6844452365265568,4.14610763700729,9.083333333333334,3.522510182565648,0.011700168598720584
3.5702529414064266,1.6247792342330314,1.2318886745028124,1.736431375856462,3.5342103511643685,3.6844452365265568,8.613333333333333,3.3501200171268053,0.22013292427962128
3.624671166203264,1.3009332838157306,1.6247792342330314,1.2318886745028124,3.5702529414064266,3.5342103511643685,8.25,3.605338794316162,0.019332371887101907
3.7499694075852297,0.6959999909145864,1.3009332838157306,1.6247792342330314,3.624671166203264,3.5702529414064266,8.243333333333332,3.5946100060394715,0.15535940154575822
3.7822307480332995,-0.8759956798256141,0.6959999909145864,1.3009332838157306,3.7499694075852297,3.624671166203264,8.16,3.751840506531575,0.030390241501724535
3.6832524487839358,-1.9923089902349034,-0.8759956798256141,0.6959999909145864,3.7822307480332995,3.7499694075852297,7.743333333333332,3.5746602993013834,0.10859214948255236
3.2999924340996856,-1.8512034027450497,-1.9923089902349034,-0.8759956798256141,3.6832524487839358,3.7822307480332995,6.426666666666667,3.3885641593541798,-0.0885717252544942
3.2269649308228843,-1.9780386507260772,-1.8512034027450497,-1.9923089902349034,3.2999924340996856,3.6832524487839358,5.863333333333333,3.0903290683589737,0.13663586246391057
3.0760053076189564,-2.26810453849442,-1.9780386507260772,-1.8512034027450497,3.2269649308228843,3.2999924340996856,5.6433333333333335,3.098080967345085,-0.02207565972612846
2.4723581040159814,-1.7221094430341921,-2.26810453849442,-1.9780386507260772,3.0760053076189564,3.2269649308228843,4.816666666666666,2.8588365879486193,-0.38647848393263784
2.3410952457532552,-1.2942701245627575,-1.7221094430341921,-2.26810453849442,2.4723581040159814,3.0760053076189564,4.023333333333333,2.2550951185955808,0.08600012715767447
2.0497956583612087,-0.9724340760238093,-1.2942701245627575,-1.7221094430341921,2.3410952457532552,2.4723581040159814,3.7699999999999996,2.289004598754802,-0.2392089403935933
2.1437835788944426,-0.6040270167401829,-0.9724340760238093,-1.2942701245627575,2.0497956583612087,2.3410952457532552,3.2566666666666664,1.9590783664041502,0.18470521249029237
2.332583159003754,-1.1213770012311386,-0.6040270167401829,-0.9724340760238093,2.1437835788944426,2.0497956583612087,3.0366666666666666,2.2502833899607135,0.08229976904304026
2.3266052377793223,-1.2306532369386503,-1.1213770012311386,-0.6040270167401829,2.332583159003754,2.1437835788944426,3.0399999999999996,2.326011175592851,0.0005940621864710671
2.430402268738252,-1.4491947210268918,-1.2306532369386503,-1.1213770012311386,2.3266052377793223,2.332583159003754,3.0,2.306245169579175,0.12415709915907724
2.2889657347341164,-0.800228526551372,-1.4491947210268918,-1.2306532369386503,2.430402268738252,2.3266052377793223,3.06,2.366703306899889,-0.07773757216577248
2.207183386942191,-0.5436512492941858,-0.800228526551372,-1.4491947210268918,2.2889657347341164,2.430402268738252,2.99,2.2923043930355473,-0.08512100609335649
2.0948597460123786,0.09395199175230573,-0.5436512492941858,-0.800228526551372,2.207183386942191,2.2889657347341164,3.2133333333333334,2.170022481952283,-0.0751627359399043
2.0750183498668306,-0.037953277509750194,0.09395199175230573,-0.5436512492941858,2.0948597460123786,2.207183386942191,3.94,2.1504760656081263,-0.07545771574129567
2.0714485879609335,0.3804709083009783,-0.037953277509750194,0.09395199175230573,2.0750183498668306,2.0948597460123786,4.486666666666667,2.0293446946125155,0.04210389334841791
2.1354423618696217,0.010778260576849163,0.3804709083009783,-0.037953277509750194,2.0714485879609335,2.0750183498668306,5.166666666666667,2.143383744010981,-0.007941382141359199
2.132780470482132,-0.4203351640649444,0.010778260576849163,0.3804709083009783,2.1354423618696217,2.0714485879609335,5.81,2.1236659060696934,0.009114564412438408
2.0522111099846363,-0.3032264553409547,-0.4203351640649444,0.010778260576849163,2.132780470482132,2.1354423618696217,6.02,2.040297670471813,0.01191343951282331
1.9923364899251617,-0.36951068935113796,-0.3032264553409547,-0.4203351640649444,2.0522111099846363,2.132780470482132,5.796666666666667,2.0150702992035345,-0.022733809278372874
1.930029581236603,-0.3765611426693738,-0.36951068935113796,-0.3032264553409547,1.9923364899251617,2.0522111099846363,5.72,1.9387373567361157,-0.008707775499512627
1.8650530586558745,0.4867228783124844,-0.3765611426693738,-0.36951068935113796,1.930029581236603,1.9923364899251617,5.363333333333333,1.8334506428255584,0.03160241583031609
1.7008041994745149,0.5430913594263842,0.4867228783124844,-0.3765611426693738,1.8650530586558745,1.930029581236603,5.243333333333333,1.945232165913496,-0.24442796643898101
1.7524963723806408,0.6975353551768038,0.5430913594263842,0.4867228783124844,1.7008041994745149,1.8650530586558745,5.306666666666667,1.6617536471802135,0.09074272520042737
1.8688579479619882,0.42512145750617236,0.6975353551768038,0.5430913594263842,1.7524963723806408,1.7008041994745149,5.28,1.8239091891748114,0.04494875878717686
1.6532193716764176,1.1332689922504358,0.42512145750617236,0.6975353551768038,1.8688579479619882,1.7524963723806408,5.276666666666666,1.8403659537030306,-0.18714658202661294
1.7616546785962583,1.400055588244875,1.1332689922504358,0.42512145750617236,1.6532193716764176,1.8688579479619882,5.523333333333333,1.6781763410487622,0.08347833754749612
1.5617409460253917,1.2549509023953576,1.400055588244875,1.1332689922504358,1.7616546785962583,1.6532193716764176,5.533333333333334,1.874410117214259,-0.3126691711888674
1.1079288371958818,1.2397113531875448,1.2549509023953576,1.400055588244875,1.5617409460253917,1.7616546785962583,5.506666666666667,1.5249360640947862,-0.41700722689890446
1.1457777319093587,1.1285864300141668,1.2397113531875448,1.2549509023953576,1.1079288371958818,1.5617409460253917,5.52,1.0209719559250312,0.12480577598432752
1.1322847299959804,1.339770052050504,1.1285864300141668,1.2397113531875448,1.1457777319093587,1.1079288371958818,5.5,1.1789326976594077,-0.04664796766342727
1.0817241648669373,1.8855023784384528,1.339770052050504,1.1285864300141668,1.1322847299959804,1.1457777319093587,5.533333333333334,1.1692949435284556,-0.0875707786615183
1.2642897410799492,1.7586825777589965,1.8855023784384528,1.339770052050504,1.0817241648669373,1.1322847299959804,4.86,1.2165986177965704,0.04769112328337877
1.4051952908000764,1.529802432444427,1.7586825777589965,1.8855023784384528,1.2642897410799492,1.0817241648669373,4.733333333333333,1.400772332375695,0.00442295842438134
1.3361338359626274,1.790403759411241,1.529802432444427,1.7586825777589965,1.4051952908000764,1.2642897410799492,4.746666666666667,1.4749619878603215,-0.13882815189769415
1.6079418295450232,2.3597338883396546,1.790403759411241,1.529802432444427,1.3361338359626274,1.4051952908000764,5.093333333333334,1.3770594175517519,0.2308824119932713
1.946080064002853,1.667956426817696,2.3597338883396546,1.790403759411241,1.6079418295450232,1.3361338359626274,5.306666666666667,1.879627838595495,0.06645222540735807
2.190107681262532,2.4516394247521944,1.667956426817696,2.3597338883396546,1.946080064002853,1.6079418295450232,5.676666666666667,1.9718203672020767,0.21828731406045532
2.419920505315609,1.5776295997319778,2.4516394247521944,1.667956426817696,2.190107681262532,1.946080064002853,6.273333333333333,2.4611050020858305,-0.04118449677022129
2.4040017308323947,1.2469099833991137,1.5776295997319778,2.4516394247521944,2.419920505315609,2.190107681262532,6.52,2.435044335223668,-0.031042604391273265
2.400504592458663,0.04305429940067995,1.2469099833991137,1.5776295997319778,2.4040017308323947,2.419920505315609,6.473333333333334,2.445351183228417,-0.044846590769753725
2.3790856797395676,-0.15096382802770592,0.04305429940067995,1.2469099833991137,2.400504592458663,2.4040017308323947,5.593333333333334,2.2613145399724046,0.11777113976716302
2.1885322512144256,-1.3063726889850358,-0.15096382802770592,0.04305429940067995,2.3790856797395676,2.400504592458663,4.326666666666667,2.418417359810388,-0.22988510859596234
1.9645670954720806,-1.7304796834013203,-1.3063726889850358,-0.15096382802770592,2.1885322512144256,2.3790856797395676,3.4966666666666666,2.0035894640057075,-0.03902236853362684
1.6191258588266422,-1.5478301217443757,-1.7304796834013203,-1.3063726889850358,1.9645670954720806,2.1885322512144256,2.1333333333333333,1.8217714857492675,-0.20264562692262533
1.3680799113420683,-1.5524042287355044,-1.5478301217443757,-1.7304796834013203,1.6191258588266422,1.9645670954720806,1.7333333333333334,1.5358224164459107,-0.16774250510384237
1.4540094251135116,-1.7407035942341054,-1.5524042287355044,-1.5478301217443757,1.3680799113420683,1.6191258588266422,1.75,1.3118268220874703,0.14218260302604135
1.7192780381606099,-2.198352124196745,-1.7407035942341054,-1.5524042287355044,1.4540094251135116,1.3680799113420683,1.74,1.4934838983349636,0.22579413982564622
1.8932758164861063,-2.253190250269732,-2.198352124196745,-1.7407035942341054,1.7192780381606099,1.4540094251135116,1.4433333333333334,1.7438298457978902,0.14944597068821608
1.8958724392106774,-1.957765139387746,-2.253190250269732,-2.198352124196745,1.8932758164861063,1.7192780381606099,1.25,1.9068961235530388,-0.01102368434236145
1.9880381747660714,-0.8991340270190662,-1.957765139387746,-2.253190250269732,1.8958724392106774,1.8932758164861063,1.2466666666666668,1.8540968250844627,0.13394134968160865
2.01661704884577,-0.3498269521365671,-0.8991340270190662,-1.957765139387746,1.9880381747660714,1.8958724392106774,1.0166666666666666,2.126387873885058,-0.1097708250392877
2.2399322561426516,-0.4055709989387424,-0.3498269521365671,-0.8991340270190662,2.01661704884577,1.9880381747660714,0.9966666666666667,2.1373589837571987,0.10257327238545288
2.6924752830599807,-0.2628823518874057,-0.4055709989387424,-0.3498269521365671,2.2399322561426516,2.01661704884577,1.0033333333333332,2.3374422870971694,0.35503299596281135
2.7542909041557095,0.04015171438531695,-0.2628823518874057,-0.4055709989387424,2.6924752830599807,2.2399322561426516,1.01,2.867402989944211,-0.1131120857885013
2.919396556381937,0.4061641903795987,0.04015171438531695,-0.2628823518874057,2.7542909041557095,2.6924752830599807,1.4333333333333333,2.820829772012474,0.09856678436946265
3.0045529922428926,0.8710006320400865,0.4061641903795987,0.04015171438531695,2.919396556381937,2.7542909041557095,1.95,3.019066999696125,-0.014514007453232391
2.918035295268062,0.7414110598988444,0.8710006320400865,0.4061641903795987,3.0045529922428926,2.919396556381937,2.47,3.132814792248837,-0.2147794969807748
3.193383951284723,0.9101541884476205,0.7414110598988444,0.8710006320400865,2.918035295268062,3.0045529922428926,2.9433333333333334,2.8992633388381464,0.2941206124465765
3.2394685469278706,0.8642366974097371,0.9101541884476205,0.7414110598988444,3.193383951284723,2.918035295268062,3.4599999999999995,3.325338953999863,-0.08587040707199245
3.1492702384293025,1.616482354282489,0.8642366974097371,0.9101541884476205,3.2394685469278706,3.193383951284723,3.98,3.2138372542631846,-0.06456701583388202
3.301317736268672,1.3075173930252149,1.616482354282489,0.8642366974097371,3.1492702384293025,3.2394685469278706,4.456666666666667,3.253771544842589,0.04754619142608307
3.0898193877564317,0.9175328045810005,1.3075173930252149,1.616482354282489,3.301317736268672,3.1492702384293025,4.906666666666667,3.3524524898317796,-0.26263310207534785
2.628317732813823,1.2601615616674167,0.9175328045810005,1.3075173930252149,3.0898193877564317,3.301317736268672,5.246666666666667,2.9567965531403035,-0.32847882032648057
2.868650821896157,1.047552809658292,1.2601615616674167,0.9175328045810005,2.628317732813823,3.0898193877564317,5.246666666666667,2.5528244845856896,0.3158263373104675
2.6922644815723373,1.1448535909197588,1.047552809658292,1.2601615616674167,2.868650821896157,2.628317732813823,5.256666666666667,2.9225429756222168,-0.23027849404987943
