output_gap,output_gap_lag1,inflation_lag1,policy_rate_lag1,policy_rate_lag2,output_gap_fitted,output_gap_resid
0.3700870234160547,0.6111123390038387,2.876972810520506,6.916666666666667,6.843333333333334,0.517303098335169,-0.14721607491911426
0.9279209234021479,0.3700870234160547,3.019712701536914,6.663333333333334,6.916666666666667,0.2175781344702723,0.7103427889318756
0.776435155030164,0.9279209234021479,3.297757893079778,7.156666666666666,6.663333333333334,0.8763076296351715,-0.09987247460500748
1.3704524115194516,0.776435155030164,3.7315770487321043,7.983333333333333,7.156666666666666,0.7673270831242007,0.6031253283952509
1.6595312676718876,1.3704524115194516,3.7976011745947336,8.47,7.983333333333333,1.2137111004590906,0.44582016721279705
1.7058708686183977,1.6595312676718876,4.054499388138266,9.443333333333333,8.47,1.5514505395066234,0.15442032911177428
1.736431375856462,1.7058708686183977,4.14610763700729,9.726666666666667,9.443333333333333,1.4165728243164128,0.31985855154004916
1.2318886745028124,1.736431375856462,3.6844452365265568,9.083333333333334,9.726666666666667,1.2700037351426956,-0.038115060639883236
1.6247792342330314,1.2318886745028124,3.5342103511643685,8.613333333333333,9.083333333333334,0.8705553952332901,0.7542238389997413
1.3009332838157306,1.6247792342330314,3.5702529414064266,8.25,8.613333333333333,1.2647909162250386,0.036142367590692004
0.6959999909145864,1.3009332838157306,3.624671166203264,8.243333333333332,8.25,1.0493766422182427,-0.35337665130365625
-0.8759956798256141,0.6959999909145864,3.7499694075852297,8.16,8.243333333333332,0.4712223263015438,-1.347218006127158
-1.9923089902349034,-0.8759956798256141,3.7822307480332995,7.743333333333332,8.16,-1.040172563823406,-0.9521364264114973
-1.8512034027450497,-1.9923089902349034,3.6832524487839358,6.426666666666667,7.743333333333332,-2.234382174687539,0.3831787719424895
-1.9780386507260772,-1.8512034027450497,3.2999924340996856,5.863333333333333,6.426666666666667,-1.8873988052355606,-0.09063984549051662
-2.26810453849442,-1.9780386507260772,3.2269649308228843,5.6433333333333335,5.863333333333333,-1.9116255661743529,-0.356478972320067
-1.7221094430341921,-2.26810453849442,3.0760053076189564,4.816666666666666,5.6433333333333335,-2.289177347788142,0.5670679047539497
-1.2942701245627575,-1.7221094430341921,2.4723581040159814,4.023333333333333,4.816666666666666,-1.7222058912473726,0.4279357666846151
-0.9724340760238093,-1.2942701245627575,2.3410952457532552,3.7699999999999996,4.023333333333333,-1.1864258811089283,0.21399180508511906
-0.6040270167401829,-0.9724340760238093,2.0497956583612087,3.2566666666666664,3.7699999999999996,-0.9210767004468424,0.31704968370665954
-1.1213770012311386,-0.6040270167401829,2.1437835788944426,3.0366666666666666,3.2566666666666664,-0.5124894220462686,-0.60888757918487
-1.2306532369386503,-1.1213770012311386,2.332583159003754,3.0399999999999996,3.0366666666666666,-0.9452334940618554,-0.28541974287679484
-1.4491947210268918,-1.2306532369386503,2.3266052377793223,3.0,3.0399999999999996,-1.0542879678264954,-0.3949067532003965
-0.800228526551372,-1.4491947210268918,2.430402268738252,3.06,3.0,-1.2388392398778452,0.43861071332647317
-0.5436512492941858,-0.800228526551372,2.2889657347341164,2.99,3.06,-0.6639939101836807,0.12034266088949486
0.09395199175230573,-0.5436512492941858,2.207183386942191,3.2133333333333334,2.99,-0.36059754385613846,0.4545495356084442
-0.037953277509750194,0.09395199175230573,2.0948597460123786,3.94,3.2133333333333334,0.329515990450046,-0.3674692679597962
0.3804709083009783,-0.037953277509750194,2.0750183498668306,4.486666666666667,3.94,0.15109020755864666,0.22938070074233163
0.010778260576849163,0.3804709083009783,2.0714485879609335,5.166666666666667,4.486666666666667,0.5472375114805694,-0.5364592509037203
-0.4203351640649444,0.010778260576849163,2.1354423618696217,5.81,5.166666666666667,0.1769952423583827,-0.5973304064233271
-0.3032264553409547,-0.4203351640649444,2.132780470482132,6.02,5.81,-0.32740630577358587,0.024179850432631156
-0.36951068935113796,-0.3032264553409547,2.0522111099846363,5.796666666666667,6.02,-0.3117228671406038,-0.057787822210534134
-0.3765611426693738,-0.36951068935113796,1.9923364899251617,5.72,5.796666666666667,-0.3320074081685711,-0.04455373450080269
0.4867228783124844,-0.3765611426693738,1.930029581236603,5.363333333333333,5.72,-0.3910398245874551,0.8777627028999395
0.5430913594263842,0.4867228783124844,1.8650530586558745,5.243333333333333,5.363333333333333,0.464530723297496,0.0785606361288882
0.6975353551768038,0.5430913594263842,1.7008041994745149,5.306666666666667,5.243333333333333,0.56752519216139,0.1300101630154138
0.42512145750617236,0.6975353551768038,1.7524963723806408,5.28,5.306666666666667,0.6856225836312015,-0.2605011261250292
