seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
29,15,-124.119257632051,0.0,2.0069946788294146,-49.585004855065726,37.849838240151115,0.0
29,16,-144.18303816564182,0.0,2.1277363116787456,-50.50451248755627,38.78428869007061,0.0
29,17,-115.9246160746595,0.0,1.8881737008341588,-48.537327736814234,37.270835527673725,0.0
29,18,-120.8951889616054,0.0,1.9579401936380236,-50.05540529700385,38.775266563054565,0.0
29,19,-128.65636902568664,0.0,2.0357371468630845,-51.67699371907495,40.28208296511982,0.0
29,20,-125.44647345015308,0.0,2.0154492367146304,-58.52661092624373,45.827405835785505,0.0
29,21,-149.693900091577,0.0,2.08312018460947,-57.36337960023037,45.069018400325035,0.0
29,22,-112.2996799968612,0.0,2.049566007070098,-59.72809274446465,46.797836457504296,0.0
29,23,-137.8486045717231,0.0,2.0894518990089637,-54.14636731131058,42.706852395514964,0.0
29,24,-115.34883990829218,0.0,2.106884098679984,-53.89408060997457,42.86491025816085,0.0
29,25,-111.17978743946439,0.0,2.0207597438820812,-50.29943603865382,40.45545888793698,0.0
29,26,-120.2742158295957,0.0,2.0060993931688245,-47.43951715907304,37.93140915942154,0.0
29,27,-115.44313834267561,0.0,2.121205297684355,-45.98149344656812,36.75316665182349,0.0
29,28,-117.0861755436809,0.0,2.0727093752757355,-47.13152147774303,37.884402020817895,0.0
29,29,-132.36744936406276,0.0,2.002326479930616,-46.872089899351174,37.80566676797766,0.0
29,30,-121.23115579357919,0.0,1.9880630507323076,-45.327083822894075,36.40577485408116,0.0
29,31,-120.51667194394437,0.0,2.0039548907279823,-43.21068249669609,34.67189795466423,0.0
29,32,-137.68189764627382,0.0,2.097632720254296,-43.417300781119025,34.66296134273542,0.0
29,33,-109.03321439040154,0.0,2.0315625615148747,-42.77152020756328,33.69006143898489,0.0
29,34,-114.1450829107617,0.0,2.064039623901408,-45.98087786722297,35.93671066164216,0.0
29,35,-122.442877731686,0.0,1.995786699344535,-46.5989352468506,36.47009797635693,0.0
29,36,-131.62192969158136,0.0,2.0147285872426437,-42.32856520649851,32.90250420897247,0.0
29,37,-125.3369795449619,0.0,2.001222358160703,-42.094859171955534,32.576122724786444,0.0
29,38,-103.51204786553848,0.0,2.022028608628716,-40.98433895248315,31.662774152334464,0.0
29,39,-116.32486174683966,0.0,2.014326319382235,-39.80175883689764,30.6418935052131,0.0
29,40,-112.30225332351066,0.0,2.0102121656109375,-38.86368248244107,29.62376867442849,0.0
29,41,-119.86860954904985,0.0,2.001277204118196,-38.398265901203814,29.187243903211936,0.0
29,42,-119.29256636628922,0.0,2.0153834574957727,-40.91431655963714,31.35383718233462,0.0
29,43,-123.57773435626025,0.0,1.939592611082844,-43.44944280537214,33.2806522047783,0.0
29,44,-114.35734895025396,0.0,1.9196109074355263,-38.71863790945221,29.63256464005298,0.0
29,45,-112.79963757529627,0.0,1.9499901778308413,-39.19109085515914,30.28040280365579,0.0
29,46,-110.89141174799687,0.0,1.999389132080978,-34.02590926689946,26.44472339643242,0.0
29,47,-113.06172261366,0.0,1.9347360481547184,-33.03392735534204,25.752481662592647,0.0
29,48,-115.11786913611579,0.0,2.079156421335938,-35.20942291812417,27.727537351788783,0.0
29,49,-106.32414296788122,0.0,2.054173551329768,-33.382288131541486,26.231205577755308,0.0
29,50,-110.48723767107981,0.0,1.9470439611413894,-34.281388584948125,26.92368625729559,0.0
29,51,-113.12586715540377,0.0,2.052154244713165,-35.827117632127056,28.105361128862246,0.0
29,52,-107.50317830627063,0.0,2.0690057524116128,-34.35496414846291,26.91896137114018,0.0
29,53,-123.49453991465715,0.0,1.9709303974741488,-34.98743114830709,27.59464183218491,0.0
29,54,-112.88271868774014,0.0,1.9882395971108053,-33.32858201123428,26.08490754367759,0.0
29,55,-88.94217478089641,0.0,1.931924755570435,-30.846087274308456,24.224966409548845,0.0
29,56,-131.0858759784682,0.0,1.963837096413954,-30.29444223768344,23.855882798120703,0.0
29,57,-107.89100173727489,0.0,1.9161025519570103,-29.100667620530476,22.890339675451568,0.0
29,58,-117.9695524072402,0.0,1.9783027751582267,-29.89008136457255,23.558427321514774,0.0
29,59,-109.93257631264716,0.0,2.0860730335080007,-29.290743469393117,22.99015108784442,0.0
29,60,-104.853455111051,0.0,1.8459633079100968,-27.222137205462563,21.168457532840858,0.0
29,61,-102.24981287836812,0.0,2.053345197105955,-27.456992449511926,21.377873231755554,0.0
29,62,-92.82890220166536,0.0,1.941498927493285,-28.679626312488647,22.413343362264765,0.0
29,63,-129.34366601354088,0.0,1.9798670348936867,-27.265321620663723,21.354900835045985,0.0
29,64,-120.12154310515992,0.0,1.9337638914184936,-28.528537481827545,22.19260969709025,0.0
29,65,-112.32191712662792,0.0,1.996336722988417,-27.199916718800335,21.001761184157356,0.0
29,66,-106.69230718253714,0.0,1.9103776237006969,-26.077894267124254,20.294973366844086,0.0
29,67,-113.94976652430448,0.0,1.95473222594228,-25.664536873942495,19.867443646924144,0.0
29,68,-107.4081880696228,0.0,1.929124777268953,-26.05983480967936,20.197221718141535,0.0
29,69,-123.24521929233242,0.0,1.9134878969580313,-27.317018215819363,21.140480389294872,0.0
29,70,-102.61046842270176,0.0,1.9177506392106807,-30.520710478975122,23.740859886921513,0.0
29,71,-96.97433542286325,0.0,1.946443617820023,-30.71366914935041,23.749498487266322,0.0
29,72,-100.78903296420985,0.0,1.9216202618663374,-31.74861481064981,24.59282025567511,0.0
29,73,-97.0424212782453,0.0,1.8766563868048252,-32.1187625124737,24.94035892514368,0.0
29,74,-110.15731540441266,0.0,2.0633881004559953,-30.624920433785586,23.630957932022227,0.0
29,75,-95.81519780738967,0.0,1.820403188857199,-31.17060496446764,23.98220444626031,0.0
29,76,-93.14095162538908,0.0,1.9057427330299106,-29.86863639720571,23.120842089930594,0.0
29,77,-107.89852319560386,0.0,1.8342946903376287,-30.635105367522602,23.749883405432588,0.0
29,78,-95.07193536337306,0.0,1.792415702231665,-33.465272800559575,26.042419684344747,0.0
29,79,-92.46716736680006,0.0,1.773851033048686,-34.099839337101365,26.730556233533846,0.0
29,80,-89.63084913212332,0.0,1.8634518646495053,-32.27700463607991,25.365336567249386,0.0
29,81,-82.44963066468942,0.0,1.8743366922094538,-32.00189422341517,25.23791212919497,0.0
29,82,-103.13422032980708,0.0,1.8386317498316203,-29.252594806633102,22.952571568259625,0.0
