policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
riccati_optimal,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0
linear_policy_search,0.0,1.1575903322849495,0.9236787036209643,0.37948352704961363,0.0
ppo_best_seed_43,-0.09049598333239553,0.4893487272262572,0.5090237647742033,0.2631882123649121,0.0176420401253514
