algo,seed,step,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
sac,43,4000,-386.34615572588945,349.1457950178048,0.0
sac,43,8000,-507.0812087614574,437.5514263359053,0.0
sac,43,12000,-446.45543180656244,412.84405240321985,0.0
sac,43,16000,-311.1972807884612,280.91605059860814,0.0
sac,43,20000,-304.4126277097394,272.117743489019,0.0
sac,43,24000,-451.8594644279069,420.0793963764689,0.0
sac,43,28000,-479.26181614857904,447.00983078898645,0.0
