env_id,group,tier,riccati_loss,best_policy_loss,riccati_gap_pct
asymmetric_very_strong,asymmetric,very_strong,38.96332015299683,37.851506129958715,2.9373045796931674
asymmetric_extreme,asymmetric,extreme,64.63125305368911,61.8547251446655,4.488788694040546
nonlinear_very_strong,nonlinear,very_strong,19.189003346159158,18.89873611848969,1.5359081467118951
nonlinear_extreme,nonlinear,extreme,625.8910812316024,429.43034652817454,45.74915030848623
zlb_very_strong,zlb,very_strong,60.62043064381408,58.663145505869004,3.336481740054764
zlb_extreme,zlb,extreme,101.99956976358081,93.52647888729234,9.059563641329094
