policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse,env_id,group,tier,algo,seed
ppo,-0.06500110543332997,0.035841631391509,0.0846819973459298,0.022141842833161358,0.00043374754629895486,nonlinear_extreme,nonlinear,extreme,ppo,29.0
ppo,-0.04464392400160433,-0.0014368491501293382,0.06400517882372846,-0.017940608267486093,0.00011781000217491872,nonlinear_extreme,nonlinear,extreme,ppo,43.0
ppo,-0.03118377488479019,0.024186006690968157,0.0780435149263252,0.0020885522432625286,0.00018549062852342172,nonlinear_extreme,nonlinear,extreme,ppo,7.0
sac,0.022416555523872374,0.06062119798226786,0.5088607358065519,-0.003071858859062196,1.891895065209803,nonlinear_extreme,nonlinear,extreme,sac,29.0
sac,-0.2834415467977524,0.3863194092837247,0.8029413460818204,-7.734599113463408e-05,1.5838734143743955,nonlinear_extreme,nonlinear,extreme,sac,43.0
sac,-0.23062592029571538,0.3874358022863213,0.8266505577780985,-0.04556036643981935,1.3991038277040575,nonlinear_extreme,nonlinear,extreme,sac,7.0
td3,0.17502297233045105,0.5038347498828712,0.8641646741195159,-0.0005942671656608825,1.3902593602413287,nonlinear_extreme,nonlinear,extreme,td3,29.0
td3,-0.6905620930194857,0.3273681175925514,0.6105984425978227,0.008756790733337409,1.925820694365158,nonlinear_extreme,nonlinear,extreme,td3,43.0
td3,-0.679516425050795,0.32748788718201893,0.727135350603949,-0.06526198212504387,1.6430641700567226,nonlinear_extreme,nonlinear,extreme,td3,7.0
ppo,0.317664326362312,0.09607600216733084,0.19663622285260102,0.039952801138162575,0.0037554599865074452,nonlinear_very_strong,nonlinear,very_strong,ppo,29.0
ppo,0.14321274805068976,0.02394328624341223,0.16164133090443086,0.000527137715369469,0.0007639521731406362,nonlinear_very_strong,nonlinear,very_strong,ppo,43.0
ppo,0.29084862396121036,0.089636442595058,0.19070997516314195,0.00082292215526103,0.003011478262187653,nonlinear_very_strong,nonlinear,very_strong,ppo,7.0
sac,-0.11237980967760093,1.0082078494760724,1.1883178338474698,0.16457023897767065,1.3723824641905156,nonlinear_very_strong,nonlinear,very_strong,sac,29.0
sac,-0.03696308609098183,1.3659119894504548,0.8428066797620724,0.20979904381930825,0.9897412519644009,nonlinear_very_strong,nonlinear,very_strong,sac,43.0
sac,-0.09579646768234673,1.37943735716078,0.8954268593357669,0.20854147776868182,1.1279523181180506,nonlinear_very_strong,nonlinear,very_strong,sac,7.0
td3,0.5148873240947727,1.3757049261728924,0.6735524173312718,-0.037186717450618745,1.1469200415730985,nonlinear_very_strong,nonlinear,very_strong,td3,29.0
td3,0.6681763977035884,0.9654608153568373,0.8603556517428824,0.17596683939546331,0.6784242042638916,nonlinear_very_strong,nonlinear,very_strong,td3,43.0
td3,0.8984549406915908,0.9740395075347688,1.1194137139386602,-0.03992018271982678,1.1587714150425066,nonlinear_very_strong,nonlinear,very_strong,td3,7.0
ppo,1.6256708609591408,0.10775699615478687,0.09486783711256354,-0.0915186140272381,0.022008706984080577,zlb_extreme,zlb,extreme,ppo,29.0
ppo,1.4753019462896229,0.12259265173853101,0.10576560096403279,-0.09773637277108779,0.04094267744697291,zlb_extreme,zlb,extreme,ppo,43.0
ppo,1.609262435929975,0.1127873998827656,0.09940480088765817,-0.09607410430908303,0.025806978584892563,zlb_extreme,zlb,extreme,ppo,7.0
sac,0.2838322188184544,0.004656479843950258,0.0029253875259808606,0.0025063055532946058,0.007594583684541142,zlb_extreme,zlb,extreme,sac,29.0
sac,0.2835997906337626,0.004693654153199743,0.0019706207039086156,0.004641864917896176,0.0049213866876881805,zlb_extreme,zlb,extreme,sac,43.0
sac,0.2804323671994878,0.0017173961200549629,0.00479804773246336,0.006217306631582039,0.00523692851459864,zlb_extreme,zlb,extreme,sac,7.0
td3,0.40420033304232833,0.026195346781638214,0.028779966219337004,-0.01306153756600909,0.11709674569436618,zlb_extreme,zlb,extreme,td3,29.0
td3,0.2500077929435835,1.313201094495382e-06,1.3123571349233414e-06,3.6451551642779228e-06,6.687270118496846e-06,zlb_extreme,zlb,extreme,td3,43.0
td3,0.2829789299978994,0.005473652139174582,0.005607415511545211,0.0002274831136065803,0.02117828598313358,zlb_extreme,zlb,extreme,td3,7.0
ppo,1.6860070022570546,0.17658959547678632,0.16395330058203794,-0.13760056663961995,0.03421172499243754,zlb_very_strong,zlb,very_strong,ppo,29.0
ppo,1.5515619592853622,0.1931744331783719,0.17495968712700738,-0.14350153305951333,0.051264446097589345,zlb_very_strong,zlb,very_strong,ppo,43.0
ppo,1.6570478775672663,0.1875540664460923,0.16632577207353366,-0.14711729835061504,0.039541579098416796,zlb_very_strong,zlb,very_strong,ppo,7.0
sac,0.026724308886559193,0.003223293092515734,0.003917968538072374,0.0019726517621208566,0.0030737763812805833,zlb_very_strong,zlb,very_strong,sac,29.0
sac,0.06183257404651518,0.012002304924858945,0.006469200981987851,0.007398214901194811,0.012461055986387477,zlb_very_strong,zlb,very_strong,sac,43.0
sac,0.04977099125681362,0.005969064500596791,0.009234886169433597,0.012491639081169575,0.010080628625960394,zlb_very_strong,zlb,very_strong,sac,7.0
td3,0.14297895930795113,0.03271372583177355,0.03301230642530654,0.004674031874712734,0.1299825691740376,zlb_very_strong,zlb,very_strong,td3,29.0
td3,7.54964429568621e-05,1.3811323377821188e-05,1.2547175089518225e-05,5.6174783145680095e-05,0.00010331498954345912,zlb_very_strong,zlb,very_strong,td3,43.0
td3,5.691815045923969e-07,1.1867947048611113e-07,1.1126200358072914e-07,2.1990607766544102e-07,5.014876239304844e-07,zlb_very_strong,zlb,very_strong,td3,7.0
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,asymmetric_extreme,asymmetric,extreme,,
linear_policy_search,0.0,1.1215108640763294,1.564311080248882,0.24234302379523553,0.0,asymmetric_extreme,asymmetric,extreme,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,asymmetric_extreme,asymmetric,extreme,,
zero_policy,0.0,0.0,0.0,0.0,0.0,asymmetric_extreme,asymmetric,extreme,,
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,asymmetric_very_strong,asymmetric,very_strong,,
linear_policy_search,0.0,1.1796838326265373,1.3583505595744474,0.37901952319480336,0.0,asymmetric_very_strong,asymmetric,very_strong,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,asymmetric_very_strong,asymmetric,very_strong,,
zero_policy,0.0,0.0,0.0,0.0,0.0,asymmetric_very_strong,asymmetric,very_strong,,
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,nonlinear_extreme,nonlinear,extreme,,
linear_policy_search,0.0,1.1437883964495612,1.281250531102824,0.5237718999328193,0.0,nonlinear_extreme,nonlinear,extreme,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,nonlinear_extreme,nonlinear,extreme,,
zero_policy,0.0,0.0,0.0,0.0,0.0,nonlinear_extreme,nonlinear,extreme,,
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,nonlinear_very_strong,nonlinear,very_strong,,
linear_policy_search,0.0,1.1353007568671813,1.1766794229387576,0.3969017666272613,0.0,nonlinear_very_strong,nonlinear,very_strong,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,nonlinear_very_strong,nonlinear,very_strong,,
zero_policy,0.0,0.0,0.0,0.0,0.0,nonlinear_very_strong,nonlinear,very_strong,,
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,zlb_extreme,zlb,extreme,,
linear_policy_search,0.0,0.22067173049844066,1.2927406025930435,-0.4105710860200005,0.0,zlb_extreme,zlb,extreme,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,zlb_extreme,zlb,extreme,,
zero_policy,0.0,0.0,0.0,0.0,0.0,zlb_extreme,zlb,extreme,,
empirical_taylor,0.2165731284960799,0.19317281148252752,0.2657685748665041,0.8691997672478173,0.0,zlb_very_strong,zlb,very_strong,,
linear_policy_search,0.0,0.4830058363542703,1.4877765204179443,-0.2519152393612958,0.0,zlb_very_strong,zlb,very_strong,,
riccati_reference,0.0,1.0891005070444726,1.0784387943807843,0.43405223835275225,0.0,zlb_very_strong,zlb,very_strong,,
zero_policy,0.0,0.0,0.0,0.0,0.0,zlb_very_strong,zlb,very_strong,,
