algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
td3,29,,,,,-52.16859860046037,41.9465620868205,0.0,asymmetric_very_strong,asymmetric,very_strong,6000.0
td3,29,,,,,-53.8182196174692,43.55757065116079,0.0,asymmetric_very_strong,asymmetric,very_strong,9000.0
td3,29,,,,,-49.17917042652665,39.209070017586455,0.0,asymmetric_very_strong,asymmetric,very_strong,12000.0
td3,43,,,,,-56.48027371769376,45.59522751513827,0.0,asymmetric_very_strong,asymmetric,very_strong,3000.0
td3,43,,,,,-61.66596031192364,48.98233389691215,0.0,asymmetric_very_strong,asymmetric,very_strong,6000.0
td3,43,,,,,-53.76020376001412,43.40726486568346,0.0,asymmetric_very_strong,asymmetric,very_strong,9000.0
td3,43,,,,,-49.443769218868816,39.39550083764091,0.0,asymmetric_very_strong,asymmetric,very_strong,12000.0
td3,7,,,,,-53.01291245586805,42.95893001839091,0.0,asymmetric_very_strong,asymmetric,very_strong,3000.0
td3,7,,,,,-58.633676581475186,46.76679385622904,0.0,asymmetric_very_strong,asymmetric,very_strong,6000.0
td3,7,,,,,-63.54344573447324,50.53870641626568,0.0,asymmetric_very_strong,asymmetric,very_strong,9000.0
td3,7,,,,,-51.914882245842,41.316245566227536,0.0,asymmetric_very_strong,asymmetric,very_strong,12000.0
ppo,29,0.0,-929.0470590810309,0.0,0.9581335326586213,-971.9256320490847,861.3862743223663,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,20.0,-1041.658061307533,0.0,0.9449683093484964,-984.770670724122,909.6454373315999,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,40.0,-1030.021298100354,0.0,0.9634626660817958,-1002.9014303603706,905.3910254582764,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,60.0,-944.8527809456432,0.0,0.9119057332125067,-1079.441285019791,964.3901211750433,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,80.0,-944.0596020027549,0.0,0.9435605754679273,-904.2107100155088,819.2545165791996,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,100.0,-1044.2410143948719,0.0,0.9959221868009536,-911.7094783283953,830.970387551057,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,120.0,-989.7569613411216,0.0,0.9303807362543921,-891.3791575294774,777.5123480395157,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,140.0,-868.6445840936412,0.0,0.9699388087137777,-1070.218702269292,925.3858587506754,0.0,nonlinear_extreme,nonlinear,extreme,
ppo,29,159.0,-974.5210679342653,0.0,0.9745365240278261,-1062.287041757119,978.7850820025384,0.0,nonlinear_extreme,nonlinear,extreme,
