policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
sac_svar_revealed_direct,US_CPS10,svar_revealed_direct,0.067874143247,0.050975043408,0.930722986847,10586.532448719,155.637398092575,24490.7413167149,333.561412874581,26.4679493132719,257.542152729286,3.98372414660278,38.1197390849471,46.9225932605709
