case_id,policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
nonlinear_strong,finite_horizon_dp,0.009585185185185351,1.077025749559083,1.182450793650794,0.4033947089947092,0.1444387622391907
nonlinear_strong,best_rl_phase7_linear_fit,-0.4793879131097347,1.08013974244254,1.1241758243686393,0.3243582421381559,0.3932420334912075
zlb_strong,finite_horizon_dp,-0.15389662189662218,0.11514656536878756,0.11800823045267496,0.02982933116266454,0.22821862881492566
zlb_strong,best_rl_phase7_linear_fit,-0.2380352301824663,0.0737346547444661,0.0822261238098144,0.0787693612234933,0.1475071204201555
