policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end
sac_pyfrbus_revealed_native_seed_99,pyfrbus,17.388944167313237,0.8665736729538969,32.23290490577449,1.5956485960891509,0.005210319651861373,1.722008565997341,0.003590703033650763,2.324657005882558,0.2035931434611312,True,12,0.0,0.0,2040Q1,2045Q4
