period,inflation_gap,output_gap,lagged_policy_rate_gap,action,loss
0,-0.019737170630000023,0.03096444537982,1.0000938526302,0.8752132058143616,0.314465814990163
1,-0.01846111146627183,0.0566280860294383,0.8752132058143616,0.7715661525726318,0.21891923852270215
2,-0.01581851586623917,0.09772000860190276,0.7715661525726318,0.6766808032989502,0.1894504822611819
3,-0.012580995359229075,0.16870952489608504,0.6766808032989502,0.5567579865455627,0.31398618754589763
4,-0.007966188343622171,0.25696544624792744,0.5567579865455627,0.440601110458374,0.32904059729672863
5,-0.002206082049557745,0.36092512067943944,0.440601110458374,0.3480144739151001,0.2866393318257118
6,0.004339467406974329,0.47719994542903427,0.3480144739151001,0.27671223878860474,0.3023269219820905
7,0.011487146255171332,0.601917842404738,0.27671223878860474,0.23985761404037476,0.34607948681545275
8,0.01893779110854954,0.7280758413411687,0.23985761404037476,0.23857802152633667,0.4668331067778274
9,0.026304381023225076,0.8498581674819831,0.23857802152633667,0.2538662552833557,0.6411238258690054
10,0.03349704617687266,0.9643908578770287,0.2538662552833557,0.27895388007164,0.8326050980158044
11,0.04051354361999593,1.0701543209664013,0.27895388007164,0.2953348457813263,1.0154953021606423
12,0.047487137449700345,1.1706343172713796,0.2953348457813263,0.3027670681476593,1.210238696640529
13,0.05462980182859134,1.2674770614372755,0.3027670681476593,0.3025583028793335,1.4179210787617218
14,0.06203518077222103,1.3633648000171876,0.3025583028793335,0.29450497031211853,1.6423715643433532
15,0.06983806166887252,1.459506767315333,0.29450497031211853,0.2815036475658417,1.8846291735009975
16,0.07810085954983759,1.5567791914506754,0.2815036475658417,0.26490914821624756,2.1465091527148905
17,0.08685005135631485,1.6558660792639226,0.26490914821624756,0.24288761615753174,2.432639002171749
18,0.09613237847839917,1.7578004006786834,0.24288761615753174,0.2172619104385376,2.744372765000962
19,0.10597509348493173,1.8632239262217978,0.2172619104385376,0.18922948837280273,3.0852947715511916
20,0.11637852770398549,1.9728057461690196,0.18922948837280273,0.15956342220306396,3.4598658981887644
21,0.12735034438462733,2.0867853289913167,0.15956342220306396,0.1288013458251953,3.871552202285411
22,0.1388892438635727,2.205396920655071,0.1288013458251953,0.09444332122802734,4.327877600290874
23,0.1510236844673778,2.329449487463953,0.09444332122802734,0.057253897190093994,4.83110944683076
