policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
residual_u8_lr5e6_init,0.995009211511128,-0.002016301265799523,0.0020044828030185763,0.009990334817928194,6.600754279678367e-08
