policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u8_lr5e6_init,pyfrbus,0.012595764911496936,0.0005773528334758423,0.01595054773460972,0.0007226722262794923,0.00041412810545448964,0.0003262414170769969,1.0401948285426623e-06,3.005101597409343,2.587904677260296e-05,True,5,0.0,0.0,2040Q1,2045Q4,10.908808955973122,14.048076469782497,False,-7.170952619900417e-05
