update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.4432727520011796,0.0,1.003822141326964,-0.01733753984374198,0.01594164498074984,0.0
7,-0.3125690579310931,0.0,1.0109474044293165,-0.017401319001092392,0.015986861563026197,0.0
