policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_u8_lr5e6,pyfrbus,0.012532399332264776,0.0005755232465339401,0.015985026235049705,0.0007249590581186897,0.00041929848736733916,0.0003121464441318454,1.5153710067821553e-06,3.0061412476008087,3.0289217175146093e-05,True,5,0.0,0.0,2040Q1,2045Q4,11.357000468330973,13.862283888702413,False,-0.3448567139260547
