evaluation_env,loss_function,evaluation_type,scenario_group,scenario_id,beta,policy_name,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate_x,improvement_vs_actual_pct,improvement_vs_taylor_pct,var_inflation_gap,std_inflation_gap,var_output_gap,std_output_gap,var_policy_rate,std_policy_rate_y,var_rate_change,std_rate_change,rule_family,source_env,training_env,policy_parameterization,algo,lambda_inflation,lambda_output_gap,lambda_rate_smoothing,mean_discounted_loss,std_discounted_loss,mean_reward,mean_abs_action,clip_rate,explosion_rate,std_policy_rate
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,td3_ann_revealed_direct,116.93322192462612,3.3391428590739936,1.4676845188984098,1.1181507637453016,0.04408995576502702,5.082803738744635,0.9120822472149654,57.13259660823863,30.423363817764777,0.6674634085280337,0.81698433799433,1.087907850819141,1.0430282118999183,0.8318940256847013,0.9120822472149654,0.04404245602258053,0.2098629458064966,ann_revealed_direct,ann,ann,standard_nonlinear,td3,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,sac_ann_revealed_beta_097_phase15,117.60661873040617,3.713204605804727,2.636047177382684,1.0731360114696324,0.006520095340233301,6.327470635112963,0.5992537248788429,56.88573115767655,30.022684833718323,0.0862308242179836,0.29365085427763293,1.0847881701966777,1.041531646277096,0.3591050267811679,0.5992537248788429,0.006205111607179212,0.07877253079074718,phase15_retrained,ann,ann,standard_nonlinear,sac,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,sac_svar_revealed_direct,121.71187041480474,3.9179118120954617,2.5364862793212795,1.2109045950844262,0.01562096139174536,6.301206168375518,0.8885954119544507,55.38075697597432,27.580012014303318,0.13800476523885122,0.3714899261606581,1.2270344318375064,1.107715862411253,0.7896018061464999,0.8885954119544507,0.01511116707779764,0.12292748707184102,svar_revealed_direct,svar,svar,standard_nonlinear,sac,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,sac_ann_revealed_direct,122.5428271674203,3.8010448066255558,2.827902887238118,0.9234494813709495,0.007912391847987974,5.027876110453355,0.35026394808674755,55.07613047437634,27.085583017066146,0.046558918206072074,0.21577515660073585,0.6169673021683135,0.7854726616301254,0.12268483332931579,0.35026394808674755,0.0075931750497716406,0.08713882630476291,ann_revealed_direct,ann,ann,standard_nonlinear,sac,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,ppo_svar_direct,123.0040507415803,3.769422689671521,2.587180591077347,1.158510067264166,0.008004212323294832,7.000659861062703,0.23410803518496476,54.907047157574794,26.81114959010827,0.07752596784479023,0.27843485386134803,1.1334047662910924,1.0646148441061174,0.0548065721381647,0.23410803518496476,0.008087038918927446,0.08992796516616756,svar_direct,svar,svar,linear_policy,ppo,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,ann_affine_search_revealed,126.46932922418208,3.747347145869243,2.4586167735833167,0.9629039373395991,0.021892645330110493,4.351620559122506,0.4318703078481291,53.63668542347126,24.74926831902242,0.08210099729554707,0.2865327159253321,0.6214249931178726,0.788305139598793,0.18651196280083776,0.4318703078481291,0.021509130506418367,0.14665991444978538,ann_native_numerical_search,ann,ann_revealed,affine_linear_search,numerical_search,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,td3_ann_revealed_beta_097_phase15,129.31776604305588,3.9573018075757123,1.4233839695933188,1.4762847218754926,0.06135054453279104,5.13959674615609,1.1789611976330043,52.59245617757469,23.054415060274327,0.6458279315176866,0.8036342025559182,1.4427700053977646,1.2011536144048207,1.3899495055242477,1.1789611976330043,0.061584648817021706,0.24816254515341696,phase15_retrained,ann,ann,standard_nonlinear,td3,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,empirical_taylor_rule,168.0639196444543,5.250908398916809,1.553884130497865,1.5407678542409413,0.11642754196782276,5.210691141447773,2.063861810161664,38.38822089719456,0.0,0.4899138595722829,0.6999384684186767,1.5581389428521306,1.2482543582347834,4.259525571443781,2.063861810161664,0.11752590204236353,0.3428205099499788,empirical_rule,svar,svar,fixed_rule,,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,ppo_ann_direct_nonlinear,168.2899561836327,5.206340339885603,2.474980434795806,1.0512075072661118,0.08984060267869061,6.1719592841047985,0.8986981455957588,38.30535651231954,-0.13449438740724254,0.16113566392716558,0.40141706980043285,1.0448857560417455,1.0221965349392188,0.8076583568972557,0.8986981455957588,0.0910377756305501,0.3017246685813908,ann_direct,ann,ann,nonlinear_policy,ppo,1.0,0.881712848620661,20.085536923187668,,,,,,,
ann,revealed,historical_counterfactual,retrain,beta_097,0.97,ppo_svar_revealed_direct,244.52312937249903,7.297577592719309,1.7981489051232131,4.967328610752657,0.05574515204707657,9.114243645417062,0.12981337943446106,10.358481080907888,-45.49412502683332,0.1889127377929927,0.43464092972589763,2.239035099310181,1.496340569292359,0.016851513480195354,0.12981337943446106,0.05527614394626666,0.23510879172473892,svar_revealed_direct,svar,svar,linear_policy,ppo,1.0,0.881712848620661,20.085536923187668,,,,,,,
