policy_name,model_id,rule_family,inflation_coeff,output_coeff,lagged_rate_coeff,total_discounted_loss,mean_period_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate
US_SW07_baseline,US_SW07,external_baseline,0,0,0,1412.36157035568,15.9439986830519,5.56275498865067,20.5310958623545,1.15695763224024,0.861593590981156,2.36746780716655
