algo,seed,step,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
td3,43,4000,-132.28558086107117,94.73930518381756,0.0
td3,43,8000,-127.68200164912297,91.15052012921456,0.0
td3,43,12000,-120.92171568069398,85.48666725363995,0.0
td3,43,16000,-139.3858076413716,96.53576573842723,0.0
td3,43,20000,-124.04668855308365,86.23594959661652,0.0
td3,43,24000,-131.07872968958495,93.76018842692508,0.0
td3,43,28000,-125.54671844068211,89.7423812635822,0.0
