policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct,beats_fine05,gap_vs_fine05_bp
residual_init_only,pyfrbus,0.012595747732876257,0.0005773521602302521,0.01595053115071933,0.0007226715394305291,0.00041412875138369413,0.00032623876874720886,1.0402447295354868e-06,3.0051017186842315,2.5896990690151995e-05,True,5,0.0,0.0,2040Q1,2045Q4,10.908930462192675,14.048165834568103,True,9.412937769515128e-05
