policy,intercept,inflation_gap,output_gap,lagged_policy_rate_gap,fit_rmse
sac_pyfrbus_revealed_native_seed_7,0.030959170932457633,-0.4207712666614998,0.08923820178989783,0.8039541336634952,0.00011028328494488578
