policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_init_seed_99,pyfrbus,0.01278167395732762,0.0005879240873666083,0.016179824578419447,0.000736402614409076,0.00042143968666801874,0.00033275402568119805,1.0738785799046646e-06,3.007354690865831,0.0012731163410948244,True,8,0.0,0.0,2040Q1,2045Q4,9.593854410910415,12.812583740989037
