policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end,artificial_improvement_vs_baseline_pct,revealed_improvement_vs_baseline_pct
ppo_pyfrbus_linear_warmstart_seed_99,pyfrbus,0.013188938585620346,0.0006112046080968095,0.017178569512433232,0.0007878047174455434,0.00043372766705266795,0.00035454091056208274,2.0648576310021032e-06,3.0099933728388515,0.0016209185577187395,True,8,0.0,0.0,2040Q1,2045Q4,6.713228179820355,7.4306965717929945
