update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate
0,-0.4227901121311448,0.0,1.0044374288991094,-0.018051837315804852,0.01647853437710019,0.0
11,-0.18912863130188073,0.0,1.0118175819516182,-0.018912717913413073,0.017182952468551886,0.0
