policy_name,model_id,total_discounted_loss,mean_period_loss,total_discounted_revealed_loss,mean_period_revealed_loss,mean_sq_inflation_gap,mean_sq_output_gap,mean_sq_rate_change,mean_policy_rate,std_policy_rate,converged,iterations,max_fixed_point_gap,clip_rate,start,end
sac_pyfrbus_revealed_native_seed_43,pyfrbus,8.147891195335983,0.4071471154321096,14.932600023744625,0.7420372282053961,0.0020412473766288648,0.8099543486693443,0.0012869372080856086,2.5287398897518707,0.154360893891168,True,10,0.0,0.0,2040Q1,2045Q4
